1679,82
0,0
0,0
548,756
0,0
0,0
0,0
573,757
0,0
585,757
0,0
595,758
600,758
0,0
0,0
0,0
0,0
623,767
349,752
0,0
0,0
370,748
0,0
727,760
0,0
0,0
0,0
0,0
0,0
827,754
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1676,54
0,0
0,0
0,0
1670,51
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1651,47
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
845,698
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
990,671
0,0
0,0
0,0
0,0
1008,673
1011,673
0,0
1571,68
1574,69
0,0
0,0
1582,78
1586,73
817,725
1564,75
0,0
0,0
0,0
1607,73
0,0
0,0
1603,75
1601,75
1601,76
1600,76
1595,76
1597,75
1597,76
1594,76
1593,77
0,0
0,0
0,0
0,0
592,709
1707,60
562,711
0,0
0,0
523,716
511,718
0,0
488,723
478,725
0,0
457,729
448,732
439,734
430,736
421,738
413,740
0,0
0,0
389,745
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
274,742
0,0
246,743
233,743
221,744
793,654
196,746
185,747
775,638
769,630
1621,33
0,0
0,0
0,0
0,0
0,0
107,719
0,0
0,0
97,718
94,718
91,718
0,0
0,0
679,586
0,0
0,0
100,750
0,0
0,0
656,576
0,0
0,0
0,0
641,569
148,759
0,0
0,0
0,0
0,0
197,763
0,0
596,553
590,551
0,0
577,545
0,0
0,0
0,0
0,0
305,754
312,753
319,753
325,752
330,752
0,0
0,0
0,0
0,0
355,755
0,0
0,0
0,0
0,0
374,758
0,0
381,760
0,0
387,761
0,0
0,0
0,0
0,0
0,0
0,0
0,0
409,766
0,0
0,0
0,0
0,0
1654,44
0,0
432,760
0,0
0,0
0,0
0,0
408,563
403,571
399,578
394,585
391,591
386,597
0,0
0,0
0,0
371,617
358,747
347,739
361,631
0,0
304,725
290,720
348,648
346,652
253,708
243,705
232,701
221,698
1735,97
201,692
191,689
182,687
173,685
164,683
156,681
320,691
318,694
318,695
1726,206
313,701
311,704
309,706
307,708
306,710
0,0
88,707
87,713
300,719
0,0
97,740
0,0
1729,128
0,0
0,0
0,0
0,0
1555,42
248,723
0,0
154,755
165,760
230,729
0,0
0,0
0,0
1737,88
233,767
0,0
0,0
0,0
0,0
0,0
0,0
190,742
1723,75
0,0
182,744
0,0
177,746
0,0
0,0
173,749
175,754
0,0
180,760
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1720,79
0,0
1717,85
0,0
1699,91
0,0
0,0
1711,87
1714,88
1717,91
1712,92
0,0
1707,85
1714,94
0,0
0,0
1712,79
1701,14
1711,87
1712,85
1706,81
1707,20
1708,21
1692,72
1691,76
1692,73
1689,75
1700,62
1699,61
0,0
1721,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1607,58
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
865,706
0,0
0,0
881,699
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1581,759
1587,743
1600,735
1619,730
1636,724
1652,716
1666,708
1679,699
1692,691
1704,683
1716,675
1727,668
1737,662
1746,654
1749,639
1753,626
0,0
1275,696
1763,593
1764,584
1759,574
0,0
1744,551
1742,534
0,0
1737,500
1734,485
0,0
1397,696
0,0
0,0
1422,696
0,0
1714,395
1712,384
1718,374
1723,361
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1586,676
1591,664
1599,654
1608,645
1617,636
0,0
1633,620
1641,612
1647,605
1654,598
1660,592
1666,586
1672,580
1677,575
1683,570
1688,565
1693,560
1698,556
1703,551
1707,548
1711,544
1716,539
1718,535
1717,531
1715,529
1714,526
1714,524
1714,522
1715,521
1716,519
1718,517
801,626
1721,513
1723,510
744,618
1726,507
1727,505
1727,504
1728,502
1730,499
1731,498
1732,496
1732,495
0,0
1737,501
1737,503
1737,503
492,553
1737,504
1738,504
453,540
1738,504
1738,504
420,528
410,525
400,521
1738,502
381,515
373,512
1738,500
1737,500
348,503
1737,499
333,514
1736,499
1736,499
0,0
1736,501
334,622
331,644
1738,514
325,683
323,702
320,719
318,735
315,750
0,0
1740,561
1743,565
279,741
274,730
268,722
263,715
1751,586
1755,590
245,700
239,696
234,692
1763,605
1765,608
1766,610
215,681
210,678
1768,618
202,673
1769,622
199,661
193,656
1771,628
179,648
176,640
1779,607
1716,94
1638,167
1705,112
1661,155
1671,154
154,588
151,583
1689,156
146,572
1709,155
1683,180
140,559
1687,162
136,551
1661,700
134,545
1663,282
131,538
1681,433
0,0
1676,422
0,0
1694,93
1621,438
0,0
0,0
1610,491
1607,507
0,0
1602,537
367,446
389,439
410,432
0,0
450,419
1602,593
0,0
1620,200
520,396
536,391
0,0
1581,259
580,376
1610,641
0,0
1450,391
1551,322
0,0
1613,667
1536,353
0,0
0,0
1522,380
1517,388
1513,396
1508,404
1503,411
1549,666
899,422
1489,431
0,0
1514,666
1506,667
1499,667
1465,459
1460,464
1456,469
0,0
1447,478
0,0
1454,669
1260,498
1259,510
0,0
1425,505
1073,575
1420,672
1415,672
1071,633
1070,650
0,0
1404,531
1068,696
1067,711
1396,540
1393,543
1065,748
1387,549
1214,616
1212,619
1211,623
1101,744
1109,739
1213,632
1212,634
1133,731
0,0
1147,737
1153,735
1314,588
1204,646
1295,599
1309,711
1278,614
1290,720
1196,654
1187,725
1190,726
1259,734
1253,738
1238,684
1160,658
1151,663
1216,699
1209,698
1127,678
1120,682
1222,723
1105,703
1230,714
1239,714
1247,714
1256,714
1222,716
1273,712
1092,688
1258,690
1239,714
1304,710
1311,710
1318,709
0,0
1330,709
1335,709
1340,709
1345,708
1350,708
1355,707
1359,707
1168,714
1167,715
1373,705
1324,670
1381,704
1384,704
1387,701
1386,690
0,0
0,0
1164,722
0,0
1339,673
1340,672
1340,672
1340,670
1335,669
1331,668
1329,666
1299,662
1296,660
1293,659
1323,666
1287,656
1309,667
1311,666
1314,665
1310,664
0,0
1101,672
1270,649
1095,665
1094,663
1090,659
1088,656
1087,654
1085,651
1084,649
1082,646
1080,644
1079,642
1079,641
1249,643
1075,637
0,0
1247,642
1247,642
0,0
1246,641
1246,641
1245,641
1245,641
1245,641
1245,640
1244,640
1244,640
1243,639
1162,621
1168,619
1242,638
1241,638
1241,638
1241,638
1139,719
1140,718
1239,637
1204,606
1208,604
1238,637
1237,637
1237,637
1237,637
1136,712
1136,711
1234,641
1233,595
1230,652
1238,593
1240,592
1220,661
1216,663
1212,664
1130,703
1205,666
1129,703
1196,668
1261,552
1188,671
1183,673
1282,531
0,0
1294,518
1300,511
1128,700
1128,700
1128,700
1128,700
1128,699
1327,477
1131,693
1147,691
1339,462
1343,457
1346,453
1378,722
0,0
1357,440
1360,436
1166,653
1366,428
1369,424
1147,696
1169,643
1159,713
1166,718
1170,722
1385,404
1176,730
1390,397
1179,739
0,0
1208,658
0,0
0,0
1471,759
1477,759
1190,757
1201,753
1212,750
1494,753
1226,753
1496,736
0,0
1500,725
