398,729
0,0
455,643
0,0
456,642
0,0
0,0
398,729
397,730
458,642
397,730
397,729
397,730
459,641
398,729
460,641
397,729
398,728
460,642
460,641
460,642
397,728
0,0
397,728
398,728
397,728
397,728
397,728
398,728
398,728
397,729
397,729
397,728
397,728
397,728
397,728
397,728
397,728
397,728
397,728
397,728
397,728
461,641
0,0
397,727
397,728
397,727
397,727
397,727
397,727
397,727
397,727
397,727
397,728
397,727
397,727
397,727
397,727
397,727
397,727
397,727
397,727
397,727
397,727
0,0
397,728
397,728
397,728
397,728
397,728
397,728
397,729
397,729
0,0
398,729
398,730
398,730
0,0
398,731
398,731
0,0
398,732
398,732
398,732
398,733
398,733
399,733
398,734
398,735
398,735
398,735
399,736
399,737
401,697
0,0
401,738
382,675
374,669
367,664
402,742
353,654
347,649
341,644
0,0
0,0
324,630
318,626
404,746
0,0
0,0
0,0
405,746
405,747
0,0
405,747
269,646
405,747
259,650
406,747
250,655
0,0
406,747
237,660
233,662
229,664
0,0
408,747
219,668
216,670
213,672
0,0
209,676
211,680
213,685
216,688
410,746
218,694
218,697
218,700
218,701
410,746
218,706
410,746
217,710
217,712
216,715
216,716
216,718
216,719
216,721
215,723
215,724
0,0
0,0
214,728
214,729
214,730
409,745
214,732
0,0
0,0
0,0
0,0
230,741
0,0
0,0
0,0
236,751
0,0
0,0
0,0
410,744
410,744
410,744
410,744
410,744
409,744
409,744
409,744
409,744
409,744
409,744
410,744
410,744
410,744
0,0
0,0
0,0
411,744
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
410,743
0,0
0,0
0,0
410,743
0,0
391,755
405,744
409,742
409,741
0,0
0,0
409,743
409,743
0,0
0,0
409,743
409,743
409,743
409,744
0,0
0,0
0,0
0,0
0,0
0,0
409,742
0,0
0,0
0,0
408,741
408,740
408,740
408,740
408,739
408,739
0,0
0,0
408,738
407,738
0,0
408,737
408,737
407,737
407,737
407,737
407,737
407,737
407,737
407,737
0,0
407,736
407,736
406,736
406,736
406,735
406,735
406,735
406,734
406,734
406,734
0,0
406,733
406,733
406,733
0,0
0,0
406,733
0,0
0,0
0,0
0,0
0,0
429,741
0,0
437,741
441,741
0,0
0,0
0,0
0,0
0,0
0,0
464,742
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
497,741
499,741
0,0
502,741
0,0
505,741
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
573,751
579,750
0,0
0,0
0,0
0,0
600,742
0,0
0,0
610,737
613,736
0,0
0,0
0,0
0,0
628,731
0,0
0,0
0,0
0,0
641,728
0,0
646,727
0,0
0,0
653,725
0,0
0,0
0,0
0,0
0,0
0,0
668,721
0,0
1295,755
1302,749
0,0
0,0
1327,744
0,0
0,0
1351,739
0,0
0,0
1372,733
1379,734
1385,732
1390,731
1397,730
1403,729
0,0
0,0
0,0
0,0
1470,754
1485,741
879,711
1510,715
1520,705
1530,694
1538,686
1545,677
1553,669
1560,661
1567,654
1574,647
1580,640
1586,634
1592,627
1598,622
1604,615
1609,611
0,0
1576,589
0,0
0,0
0,0
0,0
0,0
1446,590
1426,589
0,0
0,0
0,0
0,0
1020,699
0,0
0,0
1030,697
0,0
1036,697
0,0
0,0
0,0
1174,521
0,0
1052,695
0,0
0,0
1060,694
0,0
1036,691
0,0
0,0
0,0
0,0
951,747
0,0
0,0
0,0
0,0
0,0
993,495
0,0
0,0
0,0
0,0
0,0
0,0
0,0
739,688
0,0
0,0
0,0
689,668
0,0
667,660
656,656
646,653
0,0
0,0
620,675
0,0
0,0
0,0
0,0
0,0
466,658
451,650
849,526
0,0
0,0
0,0
0,0
0,0
820,537
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
372,717
757,590
375,737
0,0
723,614
713,620
702,628
693,634
0,0
331,710
665,652
312,692
0,0
295,681
633,673
626,677
619,682
0,0
261,667
608,707
599,715
589,721
579,726
568,732
0,0
226,657
0,0
532,751
210,678
203,683
199,691
0,0
194,702
191,706
189,709
186,713
465,739
183,719
182,720
181,722
180,724
179,725
178,728
181,737
179,745
0,0
0,0
0,0
0,0
397,742
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
357,748
0,0
97,767
350,750
348,751
346,751
344,752
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
315,753
106,710
312,753
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
304,754
0,0
208,594
214,586
217,580
0,0
297,752
0,0
296,752
296,753
0,0
0,0
0,0
0,0
0,0
0,0
0,0
315,600
0,0
0,0
349,641
292,751
292,751
0,0
293,749
293,749
293,748
293,748
0,0
293,747
0,0
0,0
292,745
0,0
293,744
0,0
0,0
0,0
0,0
295,744
295,744
0,0
0,0
0,0
0,0
296,742
0,0
0,0
215,762
207,762
199,763
0,0
295,743
0,0
0,0
0,0
165,751
0,0
0,0
0,0
0,0
151,744
0,0
296,744
297,745
0,0
143,746
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
297,746
297,746
0,0
0,0
0,0
0,0
0,0
296,746
0,0
0,0
0,0
131,739
131,738
0,0
130,736
0,0
130,734
129,733
0,0
0,0
0,0
0,0
296,747
0,0
131,724
0,0
130,721
0,0
0,0
0,0
0,0
0,0
0,0
0,0
131,715
295,747
130,712
0,0
0,0
130,710
0,0
0,0
0,0
0,0
0,0
0,0
134,707
0,0
0,0
0,0
0,0
0,0
0,0
0,0
133,705
0,0
134,705
0,0
136,702
0,0
140,702
140,701
291,750
291,750
142,698
143,698
0,0
0,0
145,697
144,696
0,0
0,0
0,0
144,695
144,694
144,694
0,0
0,0
0,0
145,693
144,692
0,0
0,0
0,0
144,691
0,0
0,0
145,690
0,0
289,753
289,753
0,0
146,687
0,0
288,753
0,0
288,753
146,685
0,0
0,0
0,0
0,0
0,0
152,686
153,686
0,0
156,686
287,756
157,685
0,0
0,0
158,684
0,0
0,0
160,684
0,0
0,0
0,0
0,0
0,0
163,682
0,0
163,681
163,680
163,680
163,680
163,680
163,681
163,680
282,760
0,0
0,0
282,760
0,0
0,0
163,679
0,0
0,0
284,763
284,763
0,0
0,0
0,0
163,677
282,763
0,0
162,675
0,0
0,0
0,0
164,674
165,673
0,0
0,0
0,0
0,0
0,0
0,0
181,670
0,0
0,0
282,754
0,0
282,753
282,753
0,0
